,Main_genre,Sec_genre
1646,Action,
1647,Tools,
1648,Strategy,
1649,Casual,
1650,Video Players & Editors,
1651,Communication,
1652,Photography,
1653,News & Magazines,
1654,Business,
1655,Productivity,
1656,Strategy,
1657,Tools,
1658,Productivity,
1659,Role Playing,
1660,Education,
1661,Simulation,
1662,Medical,
1663,Shopping,
1664,Simulation,
1665,Productivity,
1666,Business,
1667,Medical,
1668,Productivity,
1669,Communication,
1670,Photography,
1671,Tools,
1672,Personalization,
1673,Communication,
1674,Personalization,
1675,Action,
1676,Card,
1677,Productivity,
1678,House & Home,
1679,Books & Reference,
1680,Health & Fitness,
1681,Business,
1682,Puzzle,Brain Games
1683,Role Playing,
1684,Puzzle,Creativity
1685,Finance,
1686,Health & Fitness,
1687,Puzzle,
1688,Action,
1689,Social,
1690,Maps & Navigation,
1691,Health & Fitness,
1692,Tools,
1693,Action,
1694,Arcade,
1695,Simulation,
1696,Arcade,
1697,Photography,
1698,Casual,
1699,Finance,
1700,Strategy,
1701,Education,
1702,Personalization,
1703,Personalization,
1704,Health & Fitness,
1705,Health & Fitness,
1706,Lifestyle,
1707,Medical,
1708,Puzzle,
1709,Arcade,
1710,Role Playing,
1711,Sports,
1712,Simulation,
1713,Board,Action & Adventure
1714,Shopping,
1715,Social,
1716,Tools,
1717,Casual,Creativity
1718,Food & Drink,
1719,Books & Reference,
1720,Sports,
1721,Photography,
1722,Social,
1723,Weather,
1724,Personalization,
1725,Social,
1726,Entertainment,
1727,Productivity,
1728,Entertainment,
1729,Books & Reference,
1730,Shopping,
1731,Libraries & Demo,
1732,Business,
1733,News & Magazines,
1734,Racing,
1735,Health & Fitness,
1736,Arcade,Action & Adventure
1737,Personalization,
1738,Casual,Pretend Play
1739,Communication,
1740,Personalization,
1741,Personalization,
1742,News & Magazines,
1743,Personalization,
1744,Casual,
1745,House & Home,
1746,House & Home,
1747,Auto & Vehicles,
1748,Photography,
1749,Tools,
1750,Maps & Navigation,
1751,Maps & Navigation,
1752,Simulation,
1753,Strategy,
1754,Finance,
1755,Simulation,
1756,Strategy,
1757,Food & Drink,
1758,Travel & Local,
1759,Books & Reference,
1760,Entertainment,
1761,Travel & Local,
1762,Action,
1763,Dating,
1764,Sports,
1765,Maps & Navigation,
1766,Sports,
1767,Sports,
1768,Entertainment,
1769,Social,
1770,Tools,
1771,Personalization,
1772,Adventure,
1773,Sports,
1774,News & Magazines,
1775,Personalization,
1776,Communication,
1777,Simulation,
1778,Simulation,Pretend Play
1779,Puzzle,Brain Games
1780,Word,
1781,News & Magazines,
1782,News & Magazines,
1783,Action,
1784,Health & Fitness,
1785,Board,
1786,News & Magazines,
1787,Photography,
1788,Parenting,
1789,Personalization,
1790,Strategy,
1791,Business,
1792,Personalization,
1793,Photography,
1794,Food & Drink,
1795,Travel & Local,
1796,Education,
1797,Casino,
1798,News & Magazines,
1799,Dating,
1800,Education,
1801,Tools,
1802,Shopping,
1803,Puzzle,
1804,Entertainment,
1805,Entertainment,
1806,Productivity,
1807,Maps & Navigation,
1808,Tools,
1809,Social,
1810,Finance,
1811,Communication,
1812,Personalization,
1813,Libraries & Demo,
1814,Entertainment,Pretend Play
1815,Health & Fitness,
1816,Tools,
1817,Education,Pretend Play
1818,Puzzle,
1819,Racing,Action & Adventure
1820,House & Home,
1821,Tools,
1822,Action,
1823,Medical,
1824,Role Playing,
1825,Casual,
1826,Video Players & Editors,
1827,Action,
1828,Video Players & Editors,
1829,Racing,Action & Adventure
1830,Productivity,
1831,Personalization,
1832,Action,
1833,Simulation,
1834,Word,
1835,Tools,
1836,Social,
1837,Food & Drink,
1838,Entertainment,
1839,Entertainment,
1840,Libraries & Demo,
1841,Personalization,
1842,Shopping,
1843,Productivity,
1844,Health & Fitness,
1845,Travel & Local,
1846,Finance,
1847,Productivity,
1848,Books & Reference,
1849,Social,
1850,Comics,
1851,Dating,
1852,Tools,
1853,Productivity,
1854,Education,Brain Games
1855,Tools,
1856,News & Magazines,
1857,Productivity,
1858,Casual,
1859,News & Magazines,
1860,Action,
1861,Maps & Navigation,
1862,Sports,Action & Adventure
1863,Maps & Navigation,
1864,Productivity,
1865,Sports,
1866,Casual,
1867,Lifestyle,
1868,Health & Fitness,
1869,Education,
1870,Arcade,
1871,Entertainment,
1872,Education,
1873,Health & Fitness,
1874,Personalization,
1875,Photography,
1876,Education,
1877,Action,
1878,Maps & Navigation,
1879,Education,
1880,Communication,
1881,Action,
1882,Books & Reference,
1883,Video Players & Editors,
1884,Education,
1885,Social,
1886,Business,
1887,News & Magazines,
1888,Racing,
1889,Tools,
1890,Weather,
1891,Adventure,
1892,Tools,
1893,Maps & Navigation,
1894,Medical,
1895,Lifestyle,
1896,Maps & Navigation,
1897,Maps & Navigation,
1898,Photography,
1899,Entertainment,
1900,Lifestyle,
1901,Productivity,
1902,Video Players & Editors,
1903,Shopping,
1904,Education,
1905,Productivity,
1906,Auto & Vehicles,
1907,Arcade,
1908,Books & Reference,
1909,Finance,
1910,Casino,
1911,Action,
1912,Travel & Local,
1913,Comics,
1914,Role Playing,
1915,Educational,Brain Games
1916,Casual,Creativity
1917,Racing,
1918,Arcade,
1919,Dating,
1920,News & Magazines,
1921,Social,
1922,Food & Drink,
1923,Adventure,
1924,Business,
1925,Social,
1926,Racing,
1927,Lifestyle,
1928,Books & Reference,
1929,Health & Fitness,
1930,Personalization,
1931,Communication,
1932,Role Playing,
1933,Action,
1934,Photography,
1935,Education,Education
1936,Education,
1937,Entertainment,
1938,Health & Fitness,
1939,Maps & Navigation,
1940,Entertainment,
1941,Photography,
1942,Lifestyle,
1943,Health & Fitness,
1944,Sports,
1945,Photography,
1946,Puzzle,Brain Games
1947,Sports,
1948,Arcade,
1949,Productivity,
1950,Beauty,
1951,Photography,
1952,Personalization,
1953,Social,
1954,Photography,
1955,Photography,
1956,Health & Fitness,
1957,Puzzle,
1958,Finance,
1959,News & Magazines,
1960,Photography,
1961,Role Playing,
1962,Travel & Local,
1963,Lifestyle,
1964,Tools,
1965,Travel & Local,
1966,Educational,Education
1967,Dating,
1968,Arcade,Action & Adventure
1969,Shopping,
1970,Simulation,
1971,Simulation,Action & Adventure
1972,Casual,
1973,Strategy,
1974,Finance,
1975,Puzzle,
1976,Health & Fitness,
1977,Health & Fitness,
1978,Puzzle,
1979,Health & Fitness,
1980,Health & Fitness,
1981,Tools,
1982,Travel & Local,
1983,Education,
1984,Travel & Local,
1985,Board,
1986,Sports,
1987,Adventure,Action & Adventure
1988,Puzzle,
1989,Simulation,
1990,Lifestyle,
1991,Education,
1992,Personalization,
1993,Racing,
1994,Card,
1995,Books & Reference,
1996,Entertainment,Pretend Play
1997,Action,
1998,Photography,
1999,News & Magazines,
2000,Simulation,Action & Adventure
2001,Entertainment,
2002,Card,
2003,Music,Music & Video
2004,Communication,
2005,Entertainment,
2006,Food & Drink,
2007,Business,
2008,Arcade,
2009,Educational,Brain Games
2010,Business,
2011,Simulation,
2012,Photography,
2013,Shopping,
2014,Finance,
2015,Business,
2016,Finance,
2017,Action,
2018,Tools,
2019,Entertainment,
2020,Video Players & Editors,
2021,Comics,
2022,Tools,
2023,Arcade,Action & Adventure
2024,Travel & Local,
2025,Action,
2026,Communication,
2027,Tools,
2028,Entertainment,
2029,Beauty,
2030,Simulation,
2031,Shopping,
2032,Role Playing,
2033,Lifestyle,
2034,Photography,
2035,Health & Fitness,
2036,Art & Design,
2037,Communication,
2038,Simulation,
2039,Shopping,
2040,Entertainment,
2041,Finance,
2042,Maps & Navigation,
2043,News & Magazines,
2044,Shopping,
2045,Communication,
2046,Shopping,
2047,Casual,Pretend Play
2048,Strategy,
2049,Personalization,
2050,Travel & Local,
2051,Role Playing,Pretend Play
2052,House & Home,
2053,Tools,
2054,Arcade,
2055,Food & Drink,
2056,Sports,
2057,Role Playing,Action & Adventure
2058,Finance,
2059,Photography,
2060,Maps & Navigation,
2061,Sports,
2062,Action,Action & Adventure
2063,Books & Reference,
2064,Travel & Local,
2065,Tools,
2066,Communication,
2067,Shopping,
2068,Travel & Local,
2069,Education,
2070,Finance,
2071,Sports,
2072,Shopping,
2073,Books & Reference,
2074,Photography,
2075,Finance,
2076,News & Magazines,
2077,Social,
2078,Travel & Local,
2079,Action,
2080,Casual,
2081,Finance,
2082,Business,
2083,Simulation,
2084,Finance,
2085,Communication,
2086,Communication,
2087,Dating,
2088,Personalization,
2089,Arcade,
2090,Casual,Brain Games
2091,Board,
2092,Entertainment,
2093,Puzzle,
2094,Beauty,
2095,Shopping,
2096,Racing,
2097,Lifestyle,
2098,Racing,Action & Adventure
2099,Arcade,
2100,Lifestyle,
2101,Simulation,
2102,Arcade,
2103,Business,
2104,Productivity,
2105,Books & Reference,
2106,Dating,
2107,Tools,
2108,News & Magazines,
2109,Action,
2110,Communication,
2111,Productivity,
2112,Photography,
2113,Adventure,Action & Adventure
2114,Social,
2115,Maps & Navigation,
2116,Education,
2117,Tools,
2118,Action,
2119,Shopping,
2120,Personalization,
2121,News & Magazines,
2122,Tools,
2123,Tools,
2124,Action,
2125,Tools,
2126,Communication,
2127,Personalization,
2128,Casual,
2129,Tools,
2130,Tools,
2131,Weather,
2132,Social,
2133,Productivity,
2134,Productivity,
2135,Health & Fitness,
2136,Photography,
2137,Communication,
2138,Travel & Local,
2139,Auto & Vehicles,
2140,Education,
2141,News & Magazines,
2142,Food & Drink,
2143,Events,
2144,Dating,
2145,Adventure,
2146,Sports,
2147,Tools,
2148,Video Players & Editors,Music & Video
2149,Shopping,
2150,Lifestyle,
2151,Arcade,
2152,Entertainment,
2153,Role Playing,
2154,Casual,
2155,Video Players & Editors,
2156,Puzzle,
2157,Lifestyle,
2158,House & Home,
2159,Puzzle,
2160,House & Home,
2161,Entertainment,
2162,Health & Fitness,
2163,Finance,
2164,Entertainment,
2165,Shopping,
2166,Simulation,
2167,Photography,
2168,Auto & Vehicles,
2169,Social,
2170,Entertainment,
2171,Entertainment,
2172,Action,
2173,Tools,
2174,Video Players & Editors,
2175,Video Players & Editors,
2176,Entertainment,
2177,Entertainment,
2178,Health & Fitness,
2179,Casual,Pretend Play
2180,Racing,
2181,Action,
2182,Maps & Navigation,
2183,Health & Fitness,
2184,Arcade,
2185,Role Playing,
2186,Health & Fitness,
2187,Photography,
2188,Casual,Music & Video
2189,Tools,
2190,Maps & Navigation,
2191,News & Magazines,
2192,Education,
2193,Adventure,
2194,House & Home,
2195,Tools,
2196,Casual,Pretend Play
2197,Finance,
2198,Food & Drink,
2199,Arcade,
2200,Tools,
2201,Communication,
2202,Card,
2203,Productivity,
2204,Shopping,
2205,Personalization,
2206,Personalization,
2207,Health & Fitness,
2208,Productivity,
2209,Shopping,
2210,Sports,
2211,Simulation,
2212,Sports,
2213,Action,
2214,Educational,
2215,Social,
2216,Dating,
2217,Casual,
2218,Entertainment,
2219,Communication,
2220,Video Players & Editors,
2221,Entertainment,
2222,Communication,
2223,Weather,
2224,House & Home,
2225,Art & Design,
2226,Entertainment,
2227,Finance,
2228,Finance,
2229,Art & Design,
2230,Educational,Education
2231,Education,Pretend Play
2232,Tools,
2233,Sports,
2234,Entertainment,
2235,Sports,
2236,Sports,
2237,Education,Music & Video
2238,Sports,
2239,Simulation,
2240,Educational,Education
2241,Simulation,
2242,Entertainment,
2243,Personalization,
2244,Sports,
2245,Photography,
2246,Arcade,
2247,Shopping,
2248,Travel & Local,
2249,Finance,
2250,Shopping,
2251,Sports,
2252,Entertainment,
2253,Entertainment,
2254,Food & Drink,
2255,Dating,
2256,Photography,
2257,Strategy,
2258,Racing,
2259,Entertainment,
2260,Entertainment,
2261,Strategy,
2262,Finance,
2263,Lifestyle,
2264,Photography,
2265,Tools,
2266,Puzzle,Brain Games
2267,Arcade,
2268,Communication,
2269,Finance,
2270,Educational,
2271,Health & Fitness,
2272,Parenting,
2273,Lifestyle,
2274,Casual,Creativity
2275,Shopping,
2276,Tools,
2277,Sports,
2278,Social,
2279,Lifestyle,
2280,Sports,
2281,Puzzle,Brain Games
2282,Strategy,
2283,Tools,
2284,Entertainment,
2285,Racing,
2286,Casual,Action & Adventure
2287,Comics,
2288,Travel & Local,
2289,Shopping,
2290,Card,
2291,Education,
2292,Shopping,
2293,Lifestyle,
2294,Tools,
2295,Photography,
2296,Entertainment,
2297,Lifestyle,
2298,Travel & Local,
2299,Social,
2300,Tools,
2301,Casual,
2302,Social,
2303,Personalization,
2304,Communication,
2305,Medical,
2306,Food & Drink,
2307,Photography,
2308,Sports,
2309,Tools,
2310,Travel & Local,
2311,Word,
2312,Casino,
2313,Simulation,Education
2314,Personalization,
2315,Entertainment,
2316,Personalization,
2317,Health & Fitness,
2318,Casual,
2319,Personalization,
2320,Business,
2321,Role Playing,
2322,Racing,
2323,Sports,
2324,Action,
2325,Entertainment,
2326,Lifestyle,
2327,Educational,
2328,Food & Drink,
2329,Casual,
2330,Photography,
2331,Sports,
2332,Education,
2333,Education,
2334,Adventure,
2335,Communication,
2336,Communication,
2337,Maps & Navigation,
2338,Tools,
2339,Casual,Pretend Play
2340,News & Magazines,
2341,Video Players & Editors,
2342,Tools,
2343,Beauty,
2344,Shopping,
2345,Food & Drink,
2346,Photography,
2347,Puzzle,
2348,Sports,
2349,Finance,
2350,Action,
2351,Finance,
2352,Simulation,
2353,Health & Fitness,
2354,Tools,
2355,Business,
2356,Simulation,
2357,Entertainment,
2358,Role Playing,
2359,Shopping,
2360,News & Magazines,
2361,Auto & Vehicles,
2362,Dating,
2363,Finance,
2364,Health & Fitness,
2365,Role Playing,
2366,Education,Pretend Play
2367,Health & Fitness,Action & Adventure
2368,Business,
2369,Sports,
2370,Shopping,
2371,News & Magazines,
2372,News & Magazines,
2373,Casual,Pretend Play
2374,Racing,
2375,Casino,
2376,Personalization,
2377,Travel & Local,
2378,Arcade,Action & Adventure
2379,Productivity,
2380,Travel & Local,
2381,Communication,
2382,Productivity,
2383,News & Magazines,
2384,Casual,
2385,Food & Drink,
2386,Communication,
2387,Books & Reference,
2388,Racing,
2389,Casino,
2390,Action,
2391,Education,
2392,Tools,
2393,Action,
2394,Video Players & Editors,
2395,Sports,
2396,Education,
2397,Tools,
2398,Comics,
2399,Entertainment,
2400,Action,
2401,Maps & Navigation,
2402,Lifestyle,
2403,Entertainment,
2404,Photography,
2405,News & Magazines,
2406,Entertainment,
2407,Sports,
2408,Books & Reference,
2409,Entertainment,
2410,Personalization,
2411,Word,
2412,Simulation,
2413,Personalization,
2414,Music,
2415,Casual,
2416,Educational,Education
2417,Simulation,
2418,Strategy,
2419,Weather,
2420,Business,
2421,Action,
2422,Casual,Action & Adventure
2423,Action,
2424,Adventure,
2425,Entertainment,
2426,Communication,
2427,Personalization,
2428,Racing,
2429,Educational,Pretend Play
2430,Casino,
2431,Health & Fitness,
2432,Entertainment,
2433,Health & Fitness,
2434,Sports,
2435,Entertainment,
2436,Tools,
2437,Video Players & Editors,
2438,Personalization,
2439,Casual,Action & Adventure
2440,Casual,
2441,Personalization,
2442,Personalization,
2443,Dating,
2444,Photography,
2445,Role Playing,
2446,Lifestyle,
2447,Photography,
2448,Shopping,
2449,Shopping,
2450,Card,
2451,Comics,
2452,Photography,
2453,Education,
2454,Photography,
2455,Lifestyle,
2456,Tools,
2457,Communication,
2458,Books & Reference,
2459,Role Playing,
2460,Racing,
2461,Lifestyle,
2462,Casual,
2463,Photography,
2464,Tools,
2465,Food & Drink,
2466,Action,
2467,Productivity,
2468,Productivity,
2469,Tools,
2470,Education,Education
2471,Travel & Local,
2472,Action,
2473,Communication,
2474,Medical,
2475,Health & Fitness,
2476,Health & Fitness,
2477,Entertainment,
2478,Entertainment,
2479,Health & Fitness,
2480,House & Home,
2481,Shopping,
2482,Communication,
2483,Tools,
2484,Sports,
2485,Communication,
2486,Productivity,
2487,Simulation,
2488,News & Magazines,
2489,Casual,
2490,Weather,
2491,Productivity,
2492,Casual,Pretend Play
2493,Arcade,
2494,Books & Reference,
2495,Travel & Local,
2496,Medical,
2497,Beauty,
2498,Casino,
2499,Travel & Local,
2500,Health & Fitness,
2501,Action,
2502,Personalization,
2503,Finance,
2504,Business,
2505,Productivity,
2506,Casual,
2507,Health & Fitness,
2508,Photography,
2509,Productivity,
2510,Education,Education
2511,Video Players & Editors,
2512,News & Magazines,
2513,Photography,
2514,Productivity,
2515,Entertainment,
2516,Role Playing,
2517,Photography,
2518,Simulation,
2519,Role Playing,
2520,Tools,
2521,Action,
2522,Sports,
2523,Events,
2524,Maps & Navigation,
2525,Productivity,
2526,Action,
2527,Video Players & Editors,
2528,Simulation,
2529,Personalization,
2530,Finance,
2531,Travel & Local,
2532,Shopping,
2533,Shopping,
2534,Comics,
2535,Productivity,
2536,Tools,
2537,Social,
2538,Shopping,
2539,Finance,
2540,Simulation,
2541,Tools,
2542,Productivity,
2543,Productivity,
2544,Racing,
2545,Weather,
2546,Finance,
2547,Business,
2548,Education,
2549,Sports,
2550,Finance,
2551,Tools,
2552,Role Playing,
2553,Personalization,
2554,Communication,
2555,Tools,
2556,Finance,
2557,House & Home,
2558,Shopping,
2559,Educational,Education
2560,Puzzle,Action & Adventure
2561,News & Magazines,
2562,Travel & Local,
2563,Puzzle,
2564,Finance,
2565,Action,
2566,Simulation,
2567,Finance,
2568,Action,
2569,Video Players & Editors,
2570,Casual,Creativity
2571,Productivity,
2572,Social,
2573,News & Magazines,
2574,Weather,
2575,Music,
2576,Travel & Local,
2577,Books & Reference,
2578,Tools,
2579,Tools,
2580,Personalization,
2581,Action,
2582,Tools,
2583,Personalization,
2584,Tools,
2585,Tools,
2586,Education,
2587,Entertainment,
2588,Health & Fitness,
2589,Casual,
2590,Sports,
2591,Comics,
2592,Simulation,
2593,Lifestyle,
2594,Medical,
2595,Libraries & Demo,
2596,Tools,
2597,Personalization,
2598,Business,
2599,Communication,
2600,Casual,
2601,Arcade,Pretend Play
2602,Entertainment,
2603,News & Magazines,
2604,Casual,
2605,Action,
2606,Casual,Creativity
2607,Lifestyle,
2608,Photography,
2609,Productivity,
2610,Tools,
2611,Tools,
2612,Puzzle,
2613,News & Magazines,
2614,Simulation,
2615,Maps & Navigation,
2616,Business,
2617,Shopping,
2618,Business,
2619,Dating,
2620,Adventure,
2621,Lifestyle,
2622,Medical,
2623,News & Magazines,
2624,Finance,
2625,Racing,
2626,Productivity,
2627,Entertainment,Brain Games
2628,Educational,Education
2629,Business,
2630,Arcade,
2631,Role Playing,Pretend Play
2632,House & Home,
2633,Entertainment,
2634,Arcade,
2635,Food & Drink,
2636,Finance,
2637,Communication,
2638,Travel & Local,
2639,Productivity,
2640,Action,
2641,Social,
2642,Role Playing,
2643,Social,
2644,House & Home,
2645,Simulation,
2646,Comics,
2647,Dating,
2648,Food & Drink,
2649,Entertainment,
2650,Tools,
2651,Books & Reference,
2652,Action,
2653,Books & Reference,
2654,Education,
2655,Maps & Navigation,
2656,Entertainment,
2657,Action,
2658,Puzzle,
2659,Education,
2660,Board,
2661,Educational,
2662,Education,
2663,Weather,
2664,Social,
2665,Food & Drink,
2666,Maps & Navigation,
2667,Tools,
2668,Casual,
2669,Food & Drink,
2670,Finance,
2671,Tools,
2672,Puzzle,
2673,Tools,
2674,Puzzle,
2675,Entertainment,
2676,Productivity,
2677,Photography,
2678,Role Playing,
2679,Communication,
2680,Auto & Vehicles,
2681,Video Players & Editors,
2682,Simulation,
2683,Sports,
2684,Photography,
2685,Trivia,
2686,Tools,
2687,Maps & Navigation,
2688,Photography,
2689,Finance,
2690,Productivity,
2691,Travel & Local,
2692,Entertainment,
2693,Action,
2694,Weather,
2695,Food & Drink,
2696,Books & Reference,
2697,Action,
2698,Puzzle,
2699,Adventure,
2700,Lifestyle,
2701,Medical,
2702,Communication,
2703,Photography,
2704,Simulation,
2705,News & Magazines,
2706,Puzzle,
2707,Music,
2708,Entertainment,
2709,Simulation,
2710,Business,
2711,Tools,
2712,Business,
2713,Communication,
2714,Sports,
2715,Tools,
2716,Entertainment,
2717,Communication,
2718,Business,
2719,Health & Fitness,
2720,Simulation,
2721,Communication,
2722,Educational,Education
2723,Video Players & Editors,
2724,Racing,
2725,Social,
2726,Finance,
2727,News & Magazines,
2728,Events,
2729,Maps & Navigation,
2730,Health & Fitness,
2731,Finance,
2732,Shopping,
2733,Strategy,Action & Adventure
2734,Puzzle,
2735,Tools,
2736,Role Playing,
2737,Racing,
2738,Health & Fitness,
2739,Travel & Local,
2740,Lifestyle,
2741,Health & Fitness,
2742,Educational,Creativity
2743,Educational,Education
2744,Art & Design,Creativity
2745,Shopping,
2746,Puzzle,
2747,Health & Fitness,
2748,Libraries & Demo,
2749,Role Playing,
2750,Health & Fitness,
2751,Weather,
2752,Weather,
2753,Board,
2754,Tools,
2755,Finance,
2756,Racing,
2757,Finance,
2758,Tools,
2759,Video Players & Editors,
2760,Simulation,
2761,Education,Education
2762,Weather,
2763,Simulation,
2764,Lifestyle,
2765,Casual,
2766,Social,
2767,Health & Fitness,
2768,Medical,
2769,Social,
2770,Entertainment,Music & Video
2771,Food & Drink,
2772,Productivity,
2773,Board,
2774,Education,
2775,Casual,Action & Adventure
2776,Tools,
2777,Photography,
2778,Sports,
2779,Educational,Brain Games
2780,Lifestyle,
2781,Shopping,
2782,Role Playing,Action & Adventure
2783,Role Playing,
2784,Strategy,Action & Adventure
2785,Tools,
2786,Books & Reference,
2787,Health & Fitness,
2788,Action,
2789,Business,
2790,Social,
2791,Strategy,
2792,Casual,
2793,News & Magazines,
2794,Lifestyle,
2795,Lifestyle,
2796,Personalization,
2797,Health & Fitness,
2798,Personalization,
2799,Beauty,
2800,Casual,Pretend Play
2801,Maps & Navigation,
2802,News & Magazines,
2803,Comics,
2804,Weather,
2805,Tools,
2806,Maps & Navigation,
2807,Video Players & Editors,
2808,Sports,
2809,Medical,
2810,Productivity,
2811,Board,
2812,Travel & Local,
2813,Casual,Education
2814,Puzzle,
2815,Health & Fitness,
2816,Sports,
2817,Health & Fitness,
2818,Entertainment,
2819,Tools,
2820,Tools,
2821,Weather,
2822,Education,
2823,Shopping,
2824,Photography,
2825,Education,
2826,Travel & Local,
2827,Personalization,
2828,Arcade,
2829,Shopping,
2830,Communication,
2831,Tools,
2832,Weather,
2833,Simulation,Education
2834,Travel & Local,
2835,Communication,
2836,Adventure,
2837,Productivity,
2838,Social,
2839,Entertainment,
2840,Parenting,Music & Video
2841,Beauty,
2842,Travel & Local,
2843,Travel & Local,
2844,Travel & Local,
2845,Racing,
2846,Tools,
2847,Casual,
2848,Casual,Brain Games
2849,News & Magazines,
2850,Entertainment,
2851,News & Magazines,
2852,Casual,
2853,Books & Reference,
2854,Weather,
2855,Racing,
2856,Productivity,
2857,Arcade,
2858,Lifestyle,
2859,Social,
2860,Dating,
2861,Card,
2862,Entertainment,Music & Video
2863,News & Magazines,
2864,Travel & Local,
2865,Shopping,
2866,Strategy,
2867,Food & Drink,
2868,Role Playing,
2869,Casual,
2870,Auto & Vehicles,
2871,Puzzle,
2872,Tools,
2873,Travel & Local,
2874,Shopping,
2875,Finance,
2876,Health & Fitness,
2877,Tools,
2878,Trivia,
2879,Music,
2880,Action,
2881,Travel & Local,
2882,Finance,
2883,Social,
2884,Travel & Local,
2885,Shopping,
2886,Maps & Navigation,
2887,Lifestyle,
2888,Role Playing,
2889,Finance,
2890,Business,
2891,Health & Fitness,
2892,Photography,
2893,Music,
2894,Entertainment,
2895,Lifestyle,
2896,Business,
2897,Productivity,
2898,Social,
2899,Tools,
2900,Entertainment,
2901,Productivity,
2902,Photography,
2903,Action,
2904,Sports,
2905,Racing,
2906,Education,
2907,Tools,
2908,Action,Action & Adventure
2909,Lifestyle,
2910,Action,
2911,Productivity,
2912,Business,
2913,Simulation,
2914,Education,
2915,Travel & Local,
2916,Maps & Navigation,
2917,Action,
2918,Casual,
2919,Entertainment,
2920,Sports,
2921,Finance,
2922,Weather,
2923,Role Playing,
2924,Maps & Navigation,
2925,Tools,
2926,Sports,
2927,Communication,
2928,Simulation,
2929,Medical,
2930,Video Players & Editors,
2931,Shopping,
2932,Maps & Navigation,
2933,Business,
2934,Racing,
2935,Arcade,
2936,Video Players & Editors,
2937,Arcade,
2938,Health & Fitness,
2939,Travel & Local,
2940,Finance,
2941,Photography,
2942,Tools,
2943,Maps & Navigation,
2944,Travel & Local,
2945,Health & Fitness,
2946,Tools,
2947,Personalization,
2948,Tools,
2949,Events,
2950,Medical,
2951,Casual,Pretend Play
2952,News & Magazines,
2953,Communication,
2954,Photography,
2955,Casual,
2956,Weather,
2957,Productivity,
2958,Puzzle,Brain Games
2959,Communication,
2960,Entertainment,
2961,Finance,
2962,Simulation,Action & Adventure
2963,Sports,
2964,Travel & Local,
2965,Comics,
2966,Finance,
2967,Auto & Vehicles,
2968,Finance,
2969,Education,
2970,Photography,
2971,Productivity,
2972,Dating,
2973,Tools,
2974,Sports,
2975,Finance,
2976,Communication,
2977,Card,
2978,Business,
2979,Food & Drink,
2980,Communication,
2981,Social,
2982,Personalization,
2983,Action,
2984,Health & Fitness,
2985,Entertainment,
2986,Casual,Brain Games
2987,Books & Reference,
2988,Communication,
2989,Business,
2990,Entertainment,
2991,Health & Fitness,
2992,Education,
2993,Puzzle,
2994,House & Home,
2995,Finance,
2996,Simulation,
2997,Adventure,
2998,Tools,
2999,Travel & Local,
3000,Tools,
3001,Photography,
3002,Casual,
3003,Productivity,
3004,Productivity,
3005,Health & Fitness,
3006,Health & Fitness,
3007,Entertainment,Brain Games
3008,Education,Creativity
3009,Casino,
3010,Racing,
3011,Tools,
3012,News & Magazines,
3013,Health & Fitness,
3014,Education,
3015,News & Magazines,
3016,Strategy,
3017,Sports,
3018,Travel & Local,
3019,Maps & Navigation,
3020,Productivity,
3021,Food & Drink,
3022,Weather,
3023,Personalization,
3024,Education,Education
3025,Arcade,
3026,News & Magazines,
3027,Dating,
3028,Art & Design,
3029,Finance,
3030,Finance,
3031,Health & Fitness,
3032,Education,
3033,Art & Design,
3034,Arcade,
3035,Social,
3036,Communication,
3037,Strategy,
3038,Entertainment,Action & Adventure
3039,Health & Fitness,
3040,Action,
3041,Communication,
3042,News & Magazines,
3043,Education,
3044,Action,
3045,Lifestyle,
3046,Entertainment,Music & Video
3047,Productivity,
3048,Role Playing,
3049,Communication,
3050,Personalization,
3051,Dating,
3052,Weather,
3053,Arcade,
3054,Auto & Vehicles,
3055,Puzzle,Brain Games
3056,Arcade,
3057,Travel & Local,
3058,Photography,
3059,Puzzle,
3060,Shopping,
3061,Social,
3062,News & Magazines,
3063,Lifestyle,
3064,Video Players & Editors,
3065,Dating,
3066,News & Magazines,
3067,Education,Pretend Play
3068,Adventure,
3069,Communication,
3070,Sports,
3071,Tools,
3072,Shopping,
3073,Adventure,
3074,Tools,
3075,Dating,
3076,Tools,
3077,Action,
3078,Tools,
3079,Health & Fitness,
3080,Casual,Brain Games
3081,Educational,Education
3082,Health & Fitness,
3083,Photography,
3084,Health & Fitness,
3085,Casino,
3086,Entertainment,
3087,Casual,Pretend Play
3088,Video Players & Editors,
3089,Educational,Creativity
3090,Arcade,
3091,Education,
3092,Photography,
3093,Tools,
3094,Health & Fitness,
3095,Tools,
3096,Action,
3097,Communication,
3098,Libraries & Demo,
3099,Entertainment,
3100,Dating,
3101,Communication,
3102,Maps & Navigation,
3103,Photography,
3104,Travel & Local,
3105,Social,
3106,Lifestyle,
3107,Video Players & Editors,
3108,Productivity,
3109,Entertainment,
3110,Puzzle,
3111,Entertainment,
3112,Tools,
3113,Books & Reference,
3114,Productivity,
3115,Finance,
3116,Entertainment,
3117,Racing,
3118,Entertainment,
3119,Tools,
3120,Photography,
3121,Finance,
3122,Personalization,
3123,Tools,
3124,Simulation,Pretend Play
3125,Tools,
3126,Social,
3127,Personalization,
3128,Comics,
3129,Finance,
3130,Entertainment,
